"Prev.Length","Match.Score","Prev.Type","Tile.Size","Browse.Time"
85,64,"TT",0.2,12.2217782391241
70,49,"TT",0.2,17.5631000253407
100,49,"TT",0.2,15.5471804922278
70,79,"TT",0.2,11.80786725651
100,79,"TT",0.2,15.8674331888076
85,64,"TT",0.2,11.519605488502
70,49,"TT",0.2,16.3731663271869
100,49,"TT",0.2,15.3938979787602
70,79,"TT",0.2,8.78089696356844
100,79,"TT",0.2,15.1222242841617
85,64,"TT",0.2,12.8300175388481
70,49,"TT",0.2,16.9720322924457
100,49,"TT",0.2,16.8710223710589
70,79,"TT",0.2,9.39046265898059
100,79,"TT",0.2,16.8544682624607
85,64,"TT",0.2,13.5329226738102
70,49,"TT",0.2,17.2217404346665
100,49,"TT",0.2,13.8184642328723
70,79,"TT",0.2,10.4223862453202
100,79,"TT",0.2,14.3602865747935
85,64,"TT",0.2,12.4647811604727
70,49,"TT",0.2,17.8927877939478
100,49,"TT",0.2,15.8849362299983
70,79,"TT",0.2,9.79347067850927
100,79,"TT",0.2,13.7527784135829
85,64,"TT",0.2,11.4733797716358
70,49,"TT",0.2,16.2906603121369
100,49,"TT",0.2,14.8293360284331
70,79,"TT",0.2,9.63320279635996
100,79,"TT",0.2,15.152389454809
85,64,"TT",0.2,12.9963241884843
70,49,"TT",0.2,19.1627017542483
100,49,"TT",0.2,15.1054097253359
70,79,"TT",0.2,9.52569008877422
100,79,"TT",0.2,14.8026060848977
85,64,"TT",0.2,12.0695417098517
70,49,"TT",0.2,15.917710218848
100,49,"TT",0.2,16.0913154826747
70,79,"TT",0.2,9.53393269910666
100,79,"TT",0.2,16.5707213486518
85,64,"TT",0.2,11.6864905628521
70,49,"TT",0.2,17.5772077961909
100,49,"TT",0.2,15.4136204494938
70,79,"TT",0.2,10.3814593433775
100,79,"TT",0.2,15.2176111915211
85,64,"TT",0.2,13.7526210417832
70,49,"TT",0.2,19.7706894584852
100,49,"TT",0.2,14.3210039782461
70,79,"TT",0.2,11.7064833442241
100,79,"TT",0.2,15.1082325290112
85,64,"TT",0.2,11.379447345344
70,49,"TT",0.2,18.2842037298985
100,49,"TT",0.2,16.6416592817316
70,79,"TT",0.2,8.78136290948796
100,79,"TT",0.2,16.3533480875902
85,64,"TT",0.2,12.3083078375348
70,49,"TT",0.2,15.4401460229117
100,49,"TT",0.2,15.6800962557131
70,79,"TT",0.2,7.9874116448803
100,79,"TT",0.2,15.6712167653433
85,64,"TT",0.2,12.5356163872965
70,49,"TT",0.2,16.8685626110312
100,49,"TT",0.2,14.8230894019918
70,79,"TT",0.2,9.9456110353321
100,79,"TT",0.2,16.8390936439979
85,64,"TT",0.2,13.3018969030362
70,49,"TT",0.2,16.8724212536131
100,49,"TT",0.2,13.4685164679752
70,79,"TT",0.2,9.88087939010834
100,79,"TT",0.2,16.0630175176584
85,64,"TT",0.2,11.38423051956
70,49,"TT",0.2,16.577190963758
100,49,"TT",0.2,13.3659037013236
70,79,"TT",0.2,12.0444558417284
100,79,"TT",0.2,16.7302087935662
85,64,"TT",0.2,10.7648840050269
70,49,"TT",0.2,17.2468926292457
100,49,"TT",0.2,15.6053409567357
70,79,"TT",0.2,11.6526238109535
100,79,"TT",0.2,17.9272951846977
85,64,"TT",0.2,10.6831981966732
70,49,"TT",0.2,16.907923914136
100,49,"TT",0.2,15.2140030508501
70,79,"TT",0.2,11.972273540817
100,79,"TT",0.2,15.2336284784467
85,64,"TT",0.2,12.573768966642
70,49,"TT",0.2,15.833665524138
100,49,"TT",0.2,14.4521804560588
70,79,"TT",0.2,9.24913613379771
100,79,"TT",0.2,15.7619559132221
85,64,"TT",0.2,12.5493852600422
70,49,"TT",0.2,16.351620509293
100,49,"TT",0.2,15.22030297485
70,79,"TT",0.2,10.7317645848018
100,79,"TT",0.2,15.8668566839831
85,64,"TT",0.2,12.2794658068478
70,49,"TT",0.2,18.1676868620886
100,49,"TT",0.2,15.6658326957661
70,79,"TT",0.2,10.6377370088765
100,79,"TT",0.2,16.3984919883558
85,64,"TT",0.2,12.1146218076053
70,49,"TT",0.2,16.9626838139777
100,49,"TT",0.2,15.517787711092
70,79,"TT",0.2,11.760908483204
100,79,"TT",0.2,16.9729051397522
85,64,"TT",0.2,10.8350685998099
70,49,"TT",0.2,16.3306946759598
100,49,"TT",0.2,15.1109983423855
70,79,"TT",0.2,11.8592901236193
100,79,"TT",0.2,14.9656572447081
85,64,"TT",0.2,12.978764160919
70,49,"TT",0.2,16.5457742520812
100,49,"TT",0.2,16.6869017132243
70,79,"TT",0.2,10.3202565164111
100,79,"TT",0.2,16.3619183618068
85,64,"TT",0.2,12.0616066368444
70,49,"TT",0.2,17.8220831416332
100,49,"TT",0.2,15.6212193397556
70,79,"TT",0.2,9.98172118736404
100,79,"TT",0.2,15.675377324657
85,64,"TT",0.2,11.4495412796939
70,49,"TT",0.2,17.8751933070032
100,49,"TT",0.2,17.0538496567489
70,79,"TT",0.2,9.97180180847023
100,79,"TT",0.2,14.7800280577994
85,64,"TT",0.2,11.2568242741029
70,49,"TT",0.2,15.523015535598
100,49,"TT",0.2,14.4631826302061
70,79,"TT",0.2,10.0764892459691
100,79,"TT",0.2,16.8017468322328
85,64,"TT",0.2,11.9356857533008
70,49,"TT",0.2,18.0470957710476
100,49,"TT",0.2,15.7850178215848
70,79,"TT",0.2,9.42614353061232
100,79,"TT",0.2,15.8885859485786
85,64,"TT",0.2,10.8384926883225
70,49,"TT",0.2,16.6005010886196
100,49,"TT",0.2,14.7229178084568
70,79,"TT",0.2,8.84755654304538
100,79,"TT",0.2,17.1592556371704
85,64,"TT",0.2,10.5464017652742
70,49,"TT",0.2,18.2238556724904
100,49,"TT",0.2,16.9927457710971
70,79,"TT",0.2,10.4962932179913
100,79,"TT",0.2,16.3198679746934
85,64,"TT",0.2,13.2094249287721
70,49,"TT",0.2,15.2959621021313
100,49,"TT",0.2,17.2769855532662
70,79,"TT",0.2,12.74800232813
100,79,"TT",0.2,15.1429954060354
85,64,"TT",0.2,13.6971406352217
70,49,"TT",0.2,18.7547840486311
100,49,"TT",0.2,14.5966235428913
70,79,"TT",0.2,12.1012707004339
100,79,"TT",0.2,17.3240669932978
85,64,"TT",0.2,12.8894953194582
70,49,"TT",0.2,18.6687298205494
100,49,"TT",0.2,16.7166512549632
70,79,"TT",0.2,10.9472697389279
100,79,"TT",0.2,16.9221413540886
85,64,"TT",0.2,12.1484217670678
70,49,"TT",0.2,16.6068936114912
100,49,"TT",0.2,14.695367367314
70,79,"TT",0.2,11.8020231227001
100,79,"TT",0.2,17.6427801596385
85,64,"TT",0.2,11.2151013416137
70,49,"TT",0.2,16.9204646587343
100,49,"TT",0.2,15.2633279697368
70,79,"TT",0.2,10.321568075304
100,79,"TT",0.2,16.7971137933795
85,64,"TT",0.2,11.4859754552003
70,49,"TT",0.2,17.6445322653655
100,49,"TT",0.2,17.9472535988358
70,79,"TT",0.2,11.1220897992976
100,79,"TT",0.2,15.9201296263106
85,64,"TT",0.2,12.6760946947109
70,49,"TT",0.2,16.8169864327047
100,49,"TT",0.2,16.9789528386034
70,79,"TT",0.2,10.3932467378335
100,79,"TT",0.2,17.6497658122667
85,64,"TT",0.2,11.6362676378135
70,49,"TT",0.2,17.5907573187836
100,49,"TT",0.2,13.7027664510501
70,79,"TT",0.2,11.9061516468436
100,79,"TT",0.2,15.3572350949536
85,64,"TT",0.2,11.9470321788382
70,49,"TT",0.2,14.2276273035467
100,49,"TT",0.2,16.6403909336624
70,79,"TT",0.2,11.4743468573037
100,79,"TT",0.2,16.2692009900166
85,64,"TT",0.2,13.2228262963866
70,49,"TT",0.2,16.1828869554265
100,49,"TT",0.2,14.7679005073222
70,79,"TT",0.2,11.8570110910602
100,79,"TT",0.2,16.9287425702422
85,64,"TT",0.2,13.538768861898
70,49,"TT",0.2,16.7925792311775
100,49,"TT",0.2,16.8393284789543
70,79,"TT",0.2,9.93629495135445
100,79,"TT",0.2,16.114796153668
85,64,"TT",0.2,13.4820415863897
70,49,"TT",0.2,15.5829839972425
100,49,"TT",0.2,15.1490891024377
70,79,"TT",0.2,12.1105813066623
100,79,"TT",0.2,16.3798651228595
85,64,"TT",0.2,10.8355248696916
70,49,"TT",0.2,17.0643814144013
100,49,"TT",0.2,15.2098373906073
70,79,"TT",0.2,9.41093424582456
100,79,"TT",0.2,15.3234769416852
85,64,"TT",0.2,11.1288921122195
70,49,"TT",0.2,16.994776314288
100,49,"TT",0.2,16.4432053350151
70,79,"TT",0.2,10.1693438051206
100,79,"TT",0.2,15.0194277128952
85,64,"TT",0.2,10.731214338174
70,49,"TT",0.2,15.9309796059736
100,49,"TT",0.2,15.2983072171477
70,79,"TT",0.2,9.55863734092063
100,79,"TT",0.2,18.2401681320709
85,64,"TT",0.2,12.7498829194643
70,49,"TT",0.2,15.0060001266515
100,49,"TT",0.2,14.7037138732737
70,79,"TT",0.2,11.9460906869371
100,79,"TT",0.2,15.6193663915675
85,64,"TT",0.2,12.5741527953766
70,49,"TT",0.2,16.8817031356689
100,49,"TT",0.2,15.3135745687563
70,79,"TT",0.2,12.7876246713484
100,79,"TT",0.2,15.6384452412948
85,64,"TT",0.2,11.0549186913605
70,49,"TT",0.2,17.5095129153765
100,49,"TT",0.2,16.1478964537334
70,79,"TT",0.2,9.85854299394077
100,79,"TT",0.2,16.1166201304957
85,64,"TT",0.2,12.8095034972807
